ICAO,Latitude,Longitude,Name
VCCT,"8° 32' 18.64"" N","81° 10' 54.84"" E",China Bay Airport (Sri Lanka)
VCCW,"6° 15' 16.16"" N","81° 14' 6.72"" E",Weerawila International Airport (New airport) (Sri Lanka)
VCD,"16° 24' 7.65"" S","131° 0' 17.91"" E",Victoria River Downs Airport (Australia)
VCE,"45° 30' 19.08"" N","12° 21' 6.84"" E",Marco Polo International Airport (Italy)
VCH,"31° 46' 1.20"" S","54° 37' 1.20"" W",Vichadero Airport (Uruguay)
VCL,"15° 24' 11.88"" N","108° 42' 21.60"" E",Chu Lai International Airport (Viet Nam)
VCP,"23° 0' 26.64"" S","47° 8' 4.19"" W",Viracopos-Campinas International Airport (Brazil)
VCR,"10° 10' 32.17"" N","70° 3' 54.78"" W",Carora Airport (Venezuela)
VCS,"8° 43' 54.59"" N","106° 37' 58.81"" E",Co Ong Airport (Viet Nam)
VCT,"28° 51' 9.20"" N","96° 55' 6.55"" W",Victoria Regional Airport (United States)
VCV,"34° 35' 50.90"" N","117° 22' 58.80"" W",Southern California Logistics Airport (United States)
VDA,"29° 56' 25.08"" N","34° 56' 8.88"" E",Ovda International Airport (Israel)
VDB,"61° 0' 56.15"" N","9° 17' 17.02"" E","Fagernes Airport, Leirin (Norway)"
VDBG,"13° 5' 44.16"" N","103° 13' 26.40"" E",Battambang Airport (Cambodia (Kampuchea))
VDC,"14° 51' 46.08"" S","40° 51' 47.15"" W",Vitória da Conquista Airport (Brazil)
VDE,"27° 48' 53.28"" N","17° 53' 13.56"" W",Hierro Airport (Spain)
VDI,"32° 11' 33.82"" N","82° 22' 16.18"" W",Vidalia Regional Airport (United States)
VDKH,"12° 15' 18.72"" N","104° 33' 50.41"" E",Kampong Chhnang Airport (Cambodia (Kampuchea))
VDKK,"11° 36' 48.23"" N","102° 59' 49.50"" E",Kaoh Kong Airport (Cambodia (Kampuchea))
VDKT,"12° 29' 16.80"" N","106° 3' 18.00"" E",Kratie Airport (Cambodia (Kampuchea))
VDM,"40° 52' 9.12"" S","63° 0' 1.44"" W",Gobernador Edgardo Castello Airport (Argentina)
VDP,"55° 26' 10.67"" N","9° 19' 51.31"" E",Vamdrup Airport (Denmark)
VDPP,"11° 32' 47.76"" N","104° 50' 38.41"" E",Pochentong International Airport (Cambodia (Kampuchea))
VDR,"31° 56' 42.72"" S","65° 8' 46.68"" W",Villa Dolores Airport (Argentina)
VDRK,"13° 43' 48.00"" N","106° 59' 13.20"" E",Ratanakiri Airport (Cambodia (Kampuchea))
VDS,"70° 3' 55.00"" N","29° 50' 41.00"" E",Vadsø Airport (Norway)
VDSR,"13° 24' 38.52"" N","103° 48' 46.81"" E",Angkor International Airport (Cambodia (Kampuchea))
VDST,"13° 31' 54.84"" N","106° 0' 54.00"" E",Stung Treng Airport (Cambodia (Kampuchea))
VDSV,"10° 34' 46.92"" N","103° 38' 13.20"" E",Sihanoukville International Airport (Cambodia (Kampuchea))
VDY,"15° 10' 29.88"" N","76° 38' 5.81"" E",Vijayanagar Aerodrome (JSW) (India)
VDZ,"61° 8' 2.04"" N","146° 14' 52.80"" W",Valdez Pioneer Field (United States)
VE46,"19° 4' 27.80"" N","82° 2' 11.74"" E",Jagdalpur Airport (India)
VEAN,"28° 10' 31.08"" N","94° 48' 7.21"" E",Along Airport (India)
VEAT,"23° 53' 13.20"" N","91° 14' 25.45"" E",Maharaja Bir Bikram Airport (India)
VEAZ,"23° 44' 47.77"" N","92° 48' 9.96"" E",Aizawl Airport (India)
VEBD,"26° 40' 52.32"" N","88° 19' 42.95"" E",Bagdogra Airport (India)
VEBG,"25° 15' 42.12"" N","88° 47' 44.16"" E",Balurghat Airport (India)
VEBI,"25° 42' 12.96"" N","91° 58' 43.32"" E",Shillong Airport (India)
VEBS,"20° 14' 39.84"" N","85° 49' 4.09"" E",Biju Patnaik Airport (India)
VECC,"22° 39' 16.92"" N","88° 26' 48.12"" E",Netaji Subhash Chandra Bose International Airport (India)
VECO,"26° 19' 49.80"" N","89° 28' 1.92"" E",Cooch Behar Airport (India)
VEDB,"23° 50' 2.40"" N","86° 25' 31.08"" E",Dhanbad Airport (India)
VEDZ,"27° 59' 7.80"" N","94° 13' 22.08"" E",Daporijo Airport (India)
VEGK,"26° 44' 22.92"" N","83° 26' 58.92"" E",Gorakhpur Airport (India)
VEGT,"26° 6' 21.96"" N","91° 35' 9.24"" E",Lokpriya Gopinath Bordoloi International Airport (India)
VEGY,"24° 44' 39.48"" N","84° 57' 4.33"" E",Gaya Airport (India)
VEIM,"24° 45' 36.00"" N","93° 53' 48.11"" E",Imphal Airport (India)
VEJP,"18° 52' 48.00"" N","82° 33' 7.21"" E",Jeypore Airport (India)
VEJS,"22° 48' 47.52"" N","86° 10' 7.68"" E",Jamshedpur Airport (India)
VEJT,"26° 43' 53.40"" N","94° 10' 31.80"" E",Jorhat Airport (India)
VEKM,"24° 7' 54.12"" N","91° 48' 51.12"" E",Kamalpur Airport (India)
VEKR,"24° 18' 29.52"" N","92° 0' 25.93"" E",Kailashahar Airport (India)
VEKU,"24° 54' 46.44"" N","92° 58' 43.32"" E",Silchar Airport (Kumbhirgram Airport) (India)
VEKW,"24° 3' 42.84"" N","91° 36' 14.03"" E",Khowai Airport (India)
VEL,"40° 26' 27.30"" N","109° 30' 35.70"" W",Vernal Airport (United States)
VELP,"23° 50' 26.16"" N","92° 37' 10.91"" E",Lengpui Airport (India)
VELR,"27° 17' 43.80"" N","94° 5' 51.37"" E",Lilabari Airport (North Lakhimpur Airport) (India)
VEMH,"25° 1' 58.80"" N","88° 7' 58.81"" E",Malda Airport (India)
VEMN,"27° 29' 2.04"" N","95° 1' 0.84"" E",Dibrugarh Airport (India)
VEMR,"25° 53' 2.04"" N","93° 46' 15.97"" E",Dimapur Airport (India)
VEMZ,"26° 7' 8.76"" N","85° 18' 49.31"" E",Muzzafarpur Airport (India)
VEPG,"28° 3' 57.96"" N","95° 20' 8.17"" E",Pasighat Airport (Passighat Airport) (India)
VEPT,"25° 35' 28.68"" N","85° 5' 16.79"" E",Jay Prakash Narayan Airport (India)
VEPU,"25° 45' 34.56"" N","87° 24' 36.01"" E",Purnea Airport (India)
VEPY,"27° 13' 57"" N","88° 35' 18"" E",Pakyong Airport (India)
VER,"19° 8' 45.24"" N","96° 11' 14.29"" W",General Heriberto Jara International Airport (Mexico)
VERC,"23° 18' 51.48"" N","85° 19' 18.12"" E",Birsa Munda Airport (India)
VERK,"22° 15' 24.12"" N","84° 48' 52.55"" E",Rourkela Airport (India)
VERU,"26° 8' 22.92"" N","89° 54' 36.01"" E",Rupsi Airport (India)
VES,"40° 12' 15.90"" N","84° 31' 54.90"" W",Darke County Airport (United States)
VETZ,"26° 42' 32.76"" N","92° 47' 4.91"" E",Tezpur Airport (India)
VEV,"7° 54' 46.01"" S","156° 42' 21.58"" E",Barakoma Airport (Solomon Islands)
VEVZ,"17° 43' 16.32"" N","83° 13' 28.21"" E",Vishakhapatnam Airport (India)
VEY,"63° 25' 27.48"" N","20° 16' 44.04"" W",Vestmannaeyjar Airport (Iceland)
VEZO,"27° 35' 17.88"" N","93° 49' 41.17"" E",Zero Airport (India)
VFA,"18° 5' 45.24"" S","25° 50' 20.40"" E",Victoria Falls Airport (Zimbabwe)
VGA,"16° 31' 49.44"" N","80° 47' 48.48"" E",Vijayawada Airport (India)
VGBR,"22° 48' 3.60"" N","90° 18' 4.32"" E",Barisal Airport (Bangladesh)
VGCB,"21° 27' 7.92"" N","91° 57' 50.03"" E",Cox's Bazar Airport (Bangladesh)
VGCM,"23° 26' 13.92"" N","91° 11' 22.91"" E",Comilla Airport (Bangladesh)
VGD,"59° 16' 57.00"" N","39° 56' 39.84"" E",Vologda Airport (Russian Federation)
VGEG,"22° 14' 58.56"" N","91° 48' 47.88"" E",Shah Amanat International Airport (Bangladesh)
VGHS,"23° 50' 36.05"" N","90° 23' 52.02"" E",Hazrat Shahjalal International Airport (Bangladesh)
VGIS,"24° 9' 9.00"" N","89° 2' 57.84"" E",Ishurdi Airport (Bangladesh)
VGJR,"23° 11' 1.68"" N","89° 9' 38.87"" E",Jessore Airport (Bangladesh)
VGLM,"25° 53' 15.00"" N","89° 25' 59.15"" E",Lalmonirhat Airport (Bangladesh)
VGO,"42° 13' 54.48"" N","8° 37' 36.37"" W",Vigo-Peinador Airport (Spain)
VGRJ,"24° 26' 13.92"" N","88° 36' 59.40"" E",Shah Makhdum Airport (Bangladesh)
VGSD,"25° 45' 33.12"" N","88° 54' 32.03"" E",Saidpur Airport (Bangladesh)
VGSG,"26° 0' 59.04"" N","88° 24' 12.97"" E",Thakurgaon Airport (Bangladesh)
VGSH,"24° 25' 1.20"" N","91° 52' 58.81"" E",Shamshernagar Airport (Bangladesh)
VGSY,"24° 57' 47.52"" N","91° 52' 0.47"" E",Osmany International Airport (Bangladesh)
VGT,"36° 12' 38.50"" N","115° 11' 40.00"" W",North Las Vegas Airport (United States)
VGZ,"0° 58' 43.56"" N","76° 36' 20.16"" W",Villa Garzón Airport (Colombia)
VGZR,"23° 50' 36.00"" N","90° 23' 52.01"" E",Zia International Airport (Bangladesh)
VHC,"9° 41' 20.65"" S","20° 25' 54.84"" E",Saurimo Airport (Angola)
VHHH,"22° 18' 32.04"" N","113° 54' 54.00"" E",Hong Kong International Airport (Hong Kong)
VHM,"64° 34' 44.77"" N","16° 50' 0.96"" E",Vilhelmina Airport (Sweden)
VHN,"31° 3' 28.24"" N","104° 47' 1.70"" W",Culberson County Airport (United States)
VHY,"46° 10' 10.92"" N","3° 24' 13.46"" E",Vichy-Charmeil Airport (France)
VHZ,"18° 46' 48.00"" S","138° 51' 10.79"" W",Vahitahi Airport (French Polynesia)
VIA,"26° 59' 58.92"" S","51° 8' 30.84"" W",Videira Airport (Brazil)
VIAG,"27° 9' 20.88"" N","77° 57' 39.24"" E",Kheria Airport (India)
VIAL,"25° 26' 24.36"" N","81° 44' 2.05"" E",Allahabad Airport / Bamrauli Air Force Base (India)
VIAR,"31° 42' 34.56"" N","74° 47' 50.29"" E",Raja Sansi International Airport (India)
VIBK,"28° 4' 14.16"" N","73° 12' 25.92"" E",Nal Airport (India)
VIBN,"25° 27' 8.64"" N","82° 51' 33.48"" E",Varanasi Airport (India)
VIBR,"31° 52' 36.12"" N","77° 9' 15.85"" E",Bhuntar Airport (India)
VIBT,"30° 16' 12.36"" N","74° 45' 20.87"" E",Bhisiana Air Force Base (India)
VIBY,"28° 25' 19.56"" N","79° 27' 2.87"" E",Bareilly Air Force Station (India)
VIC,"45° 34' 24.23"" N","11° 31' 46.20"" E",Vicenza Airport (Italy)
VICG,"30° 40' 24.60"" N","76° 47' 18.59"" E",Chandigarh Airport (India)
VID,"44° 1' 20.64"" N","22° 48' 57.96"" E",Vidin Smurdan Airfield (Bulgaria)
VIDN,"30° 11' 22.92"" N","78° 10' 49.07"" E",Dehradun Airport (India)
VIDP,"28° 33' 59.40"" N","77° 6' 11.17"" E",Indira Gandhi International Airport (India)
VIE,"48° 6' 37.07"" N","16° 34' 10.92"" E",Vienna International Airport (Austria)
VIG,"8° 37' 26.90"" N","71° 40' 21.61"" W","Juan Pablo Perez Alfonso Airport? El Vigía, Venezuela (Venezuela)"
VIGG,"32° 9' 54.36"" N","76° 15' 48.23"" E",Gaggal Airport (India)
VIGR,"26° 17' 35.88"" N","78° 13' 40.07"" E",Gwalior Airport (India)
VIH,"38° 7' 38.70"" N","91° 46' 10.20"" W",Rolla National Airport (United States)
VIHR,"29° 10' 45.84"" N","75° 45' 19.09"" E",Hissar Airport (India)
VII,"26° 59' 59.06"" S","51° 8' 30.97"" W",Videira Airport (Brazil)
VIJ,"18° 26' 47.04"" N","64° 25' 38.99"" W","Virgin Gorda Airport (Virgin Islands, British)"
VIJO,"26° 15' 3.96"" N","73° 2' 56.03"" E",Jodhpur Airport (India)
VIJP,"26° 49' 27.12"" N","75° 48' 43.93"" E",Jaipur International Airport (India)
VIJR,"26° 53' 19.32"" N","70° 51' 53.99"" E",Jaisalmer Airport (India)
VIJU,"32° 41' 20.75"" N","74° 50' 14.65"" E",Jammu Airport (Satwari Airport) (India)
VIKA,"26° 26' 29.04"" N","80° 21' 53.64"" E",Kanpur Airport (India)
VIKO,"25° 9' 36.72"" N","75° 50' 44.15"" E",Kota Airport (India)
VIL,"23° 43' 5.88"" N","15° 55' 55.20"" W",Dakhla Airport (Western Sahara)
VILD,"30° 51' 16.92"" N","75° 57' 9.35"" E",Ludhiana Airport (India)
VILH,"34° 8' 9.23"" N","77° 32' 47.40"" E",Kushok Bakula Rimpochee Airport (India)
VILK,"26° 45' 38.16"" N","80° 53' 21.47"" E",Chaudhary Charan Singh Airport (India)
VIN,"49° 14' 33.11"" N","28° 36' 49.60"" E",Vinnytsia/Gavyryshivka Airport (Ukraine)
VIPK,"32° 14' 1.68"" N","75° 38' 4.55"" E",Pathankot Air Force Base (India)
VIPT,"29° 2' 0.24"" N","79° 28' 25.33"" E",Pantnagar Airport (India)
VIQ,"8° 53' 1.68"" S","126° 22' 22.80"" E",Viqueque Airport (Timor-Leste)
VIR,"29° 46' 14.16"" S","31° 3' 30.24"" E",Virginia Airport (South Africa)
VIS,"36° 19' 7.20"" N","119° 23' 34.40"" W",Visalia Municipal Airport (United States)
VISM,"31° 4' 54.48"" N","77° 4' 4.80"" E",Shimla Airport (India)
VISR,"33° 59' 13.56"" N","74° 46' 27.12"" E","Sheikh Ul Alam International Airport, Srinagar, India (India)"
VIST,"24° 33' 44.28"" N","80° 51' 17.63"" E",Satna Airport (India)
VIT,"42° 52' 58.08"" N","2° 43' 28.09"" W",Vitoria Foronda International Airport (Spain)
VIX,"20° 15' 29.00"" S","40° 17' 11.00"" W",Goiabeiras Airport (Brazil)
VIY,"48° 46' 27.84"" N","2° 12' 5.54"" E",Villacoublay-Vélizy (BA 107) Air Base (France)
VJB,"25° 2' 16.08"" S","33° 37' 38.64"" E",Xai-Xai Airport (Mozambique)
VJI,"36° 41' 13.57"" N","82° 1' 59.98"" W",Virginia Highlands Airport (United States)
VKG,"9° 57' 28.91"" N","105° 7' 56.57"" E",Rach Gia Airport (Viet Nam)
VKO,"55° 35' 29.40"" N","37° 15' 41.40"" E",Vnukovo International Airport (Russian Federation)
VKS,"32° 14' 21.54"" N","90° 55' 42.38"" W",Vicksburg Municipal Airport (United States)
VKT,"67° 29' 18.97"" N","63° 59' 35.16"" E",Vorkuta Airport (Russian Federation)
VLA,"38° 59' 29.28"" N","89° 9' 58.28"" W",Vandalia Municipal Airport (United States)
VLAP,"14° 48' 52.98"" N","106° 49' 18.12"" E",Attopeu Airport (Laos)
VLC,"39° 29' 21.48"" N","0° 28' 53.85"" W",Valencia Airport (Spain)
VLD,"30° 46' 57.00"" N","83° 16' 36.20"" W",Valdosta Regional Airport (United States)
VLG,"37° 14' 7.44"" S","57° 1' 45.12"" W",Villa Gesell - Pinamar International Airport (Argentina)
VLHS,"20° 15' 26.28"" N","100° 26' 13.19"" E",Ban Huoeisay Airport (Laos)
VLI,"17° 41' 57.48"" S","168° 19' 12.03"" E",Bauerfield International Airport (Vanuatu)
VLL,"41° 42' 21.96"" N","4° 51' 6.98"" W",Valladolid Airport (Spain)
VLLB,"19° 53' 50.28"" N","102° 9' 39.61"" E",Luang Prabang International Airport (Laos)
VLLN,"20° 58' 1.20"" N","101° 24' 0.01"" E",Luang Namtha Airport (Laos)
VLM,"21° 15' 18.72"" S","63° 24' 20.17"" W",Teniente Coronel Rafael Pabón Airport (Bolivia)
VLN,"10° 8' 59.04"" N","67° 55' 42.23"" W",Arturo Michelena International Airport (Venezuela)
VLOS,"20° 40' 57.72"" N","101° 59' 38.41"" E",Oudomsay Airport (Laos)
VLP,"9° 58' 46.00"" S","51° 8' 32.00"" W",Vila Rica Airport (Brazil)
VLPS,"15° 7' 55.56"" N","105° 46' 51.59"" E",Pakse International Airport (Laos)
VLR,"28° 35' 47.04"" S","70° 45' 21.59"" W",Vallenar Airport (Chile)
VLS,"16° 47' 45.96"" S","168° 10' 37.21"" E",Valesdir Airport (Vanuatu)
VLSB,"19° 13' 58.80"" N","101° 43' 58.81"" E",Sayaboury Airport (Laos)
VLSK,"16° 33' 23.76"" N","104° 45' 36.01"" E",Savannakhet Airport (Laos)
VLSN,"20° 25' 6.24"" N","104° 4' 1.20"" E",Sam Neua Airport (Laos)
VLSV,"15° 42' 33.98"" N","106° 24' 38.52"" E",Saravane Airport (Laos)
VLTK,"17° 23' 60.00"" N","104° 48' 0.01"" E",Thakhek Airport (Laos)
VLU,"56° 22' 51.96"" N","30° 36' 29.16"" E",Velikiye Luki Airport (Russian Federation)
VLV,"9° 20' 25.72"" N","70° 35' 2.62"" W",Dr. Antonio Nicolás Briceno Airport (Venezuela)
VLVT,"17° 59' 17.88"" N","102° 33' 46.81"" E",Wattay International Airport (Laos)
VLXK,"19° 27' 0.00"" N","103° 9' 28.79"" E",Xieng Khouang Airport (Laos)
VME,"33° 38' 5.99"" S","65° 25' 7.32"" W",Villa Reynolds Airport (Argentina)
VMMC,"22° 8' 58.56"" N","113° 35' 31.21"" E",Macau International Airport (Macau)
VMR,"42° 45' 55.04"" N","96° 56' 3.32"" W",Harold Davidson Field (United States)
VNA,"15° 42' 33.98"" N","106° 24' 38.52"" E",Saravane Airport (Laos)
VNBG,"29° 32' 20.40"" N","81° 11' 7.45"" E",Bajhang Airport (Nepal)
VNBJ,"27° 8' 50.64"" N","87° 3' 2.87"" E",Bhojpur Airport (Nepal)
VNBL,"28° 12' 46.08"" N","83° 39' 58.67"" E",Baglung Airport (Nepal)
VNBP,"27° 40' 41.16"" N","84° 25' 45.83"" E",Bharatpur Airport (Nepal)
VNBR,"29° 30' 7.20"" N","81° 40' 8.40"" E",Bajura Airport (Nepal)
VNBT,"29° 27' 55.08"" N","80° 32' 57.13"" E",Baitadi Airport (Nepal)
VNBW,"27° 30' 20.52"" N","83° 24' 58.67"" E",Gautam Buddha Airport (Nepal)
VNC,"27° 4' 17.80"" N","82° 26' 25.20"" W",Venice Municipal Airport (United States)
VNCG,"26° 34' 14.88"" N","88° 4' 46.55"" E",Bhadrapur Airport (Nepal)
VNCJ,"28° 37' 38"" N","82° 11' 39"" E",Rukum Chaurjahari Airport (Nepal)
VNDG,"28° 6' 39.96"" N","82° 17' 39.11"" E",Dang Airport (Nepal)
VNDH,"28° 45' 11.88"" N","80° 34' 54.85"" E",Dhangarhi Airport (Nepal)
VNDL,"29° 40' 9.12"" N","80° 32' 54.24"" E",Darchula Airport (Nepal)
VNDP,"28° 59' 8.52"" N","82° 49' 8.76"" E",Dolpa Airport (Nepal)
VNDT,"29° 15' 47.16"" N","80° 56' 9.59"" E",Doti Airport (Nepal)
VNE,"47° 43' 23.88"" N","2° 43' 6.82"" W",Vannes-Meucon Airport (France)
VNGK,"28° 2' 60.00"" N","84° 28' 58.81"" E",Gorkha Airport (Nepal)
VNJI,"27° 37' 1.20"" N","86° 13' 1.21"" E",Jiri Airport (Nepal)
VNJL,"29° 16' 27.12"" N","82° 11' 35.87"" E",Jumla Airport (Nepal)
VNJP,"26° 42' 31.68"" N","85° 55' 20.65"" E",Janakpur Airport (Nepal)
VNJS,"28° 46' 56"" N","83° 43' 21"" E",Jomsom Airport (Nepal)
VNKT,"27° 41' 47.76"" N","85° 21' 32.76"" E",Tribhuvan International Airport (Nepal)
VNLD,"27° 15' 11.16"" N","86° 40' 11.99"" E",Lamidanda Airport (Nepal)
VNLK,"27° 41' 12.84"" N","86° 43' 46.91"" E",Tenzing–Hillary Airport (Nepal)
VNLT,"28° 12' 0.00"" N","85° 34' 58.80"" E",Langtang Airport (Nepal)
VNMA,"28° 38' 29.04"" N","84° 5' 21.13"" E",Manang Airport (Nepal)
VNMG,"27° 34' 38.64"" N","84° 13' 43.50"" E",Meghauli Airport (Nepal)
VNMN,"28° 57' 47.52"" N","80° 8' 52.45"" E",Mahendranagar Airport (Nepal)
VNNG,"28° 6' 12.96"" N","81° 40' 1.20"" E",Nepalgunj Airport (Nepal)
VNO,"54° 38' 2.77"" N","25° 17' 8.88"" E",Vilnius International Airport (Lithuania)
VNPK,"28° 12' 3.24"" N","83° 58' 55.57"" E",Pokhara Airport (Nepal)
VNPL,"27° 31' 4.03"" N","86° 35' 4.03"" E",Phaplu Airport (Nepal)
VNR,"16° 57' 47.88"" S","141° 56' 59.99"" E",Vanrook Station Airport (Australia)
VNRB,"26° 30' 31"" N","86° 44' 14"" E",Rajbiraj Airport (Nepal)
VNRC,"27° 23' 38.40"" N","86° 3' 41.04"" E",Ramechhap Airport (Nepal)
VNRK,"28° 37' 37.20"" N","82° 11' 42.00"" E",Rukumkot Airport (Nepal)
VNRT,"27° 18' 12.60"" N","86° 33' 1.44"" E",Rumjatar Airport (Nepal)
VNS,"25° 27' 8.64"" N","82° 51' 33.48"" E",Varanasi Airport (India)
VNSI,"27° 9' 34.20"" N","84° 58' 48.37"" E",Simara Airport (Nepal)
VNSK,"28° 35' 9.60"" N","81° 38' 9.61"" E",Surkhet Airport (Nepal)
VNSR,"29° 13' 58.80"" N","81° 13' 1.21"" E",Sanfebagar Airport (Nepal)
VNST,"29° 58' 15.96"" N","81° 49' 8.04"" E",Simikot Airport (Nepal)
VNT,"57° 21' 28.08"" N","21° 32' 39.12"" E",Ventspils International Airport (Latvia)
VNTJ,"27° 21' 3"" N","87° 41' 42"" E",Taplejung Airport (Nepal)
VNTR,"27° 18' 54.00"" N","87° 11' 35.87"" E",Tumlingtar Airport (Nepal)
VNVT,"26° 28' 53.40"" N","87° 15' 50.40"" E",Biratnagar Airport (Nepal)
VNW,"40° 51' 53.00"" N","84° 36' 34.00"" W",Van Wert County Airport (United States)
VNX,"22° 1' 6.24"" S","35° 18' 47.88"" E",Vilankulo Airport (Mozambique)
VNY,"34° 12' 35.30"" N","118° 29' 23.90"" W",Van Nuys Airport (United States)
VOAT,"10° 49' 25.32"" N","72° 10' 33.61"" E",Agatti Island Airport (India)
VOBI,"15° 9' 46.08"" N","76° 52' 58.07"" E",Bellary Airport (India)
VOBL,"13° 11' 52.44"" N","77° 42' 22.68"" E",Kempegowda International Airport (India)
VOBM,"15° 51' 33.48"" N","74° 37' 5.89"" E",Belagavi Airport (India)
VOBZ,"16° 31' 49.44"" N","80° 47' 48.48"" E",Vijayawada Airport (India)
VOCB,"11° 1' 48.00"" N","77° 2' 36.25"" E",Coimbatore Airport (Peelamedu Airport) (India)
VOCI,"10° 9' 7.20"" N","76° 24' 6.84"" E",Cochin International Airport (India)
VOCL,"11° 8' 12.48"" N","75° 57' 19.08"" E",Calicut International Airport (India)
VOCP,"14° 30' 36.00"" N","78° 46' 22.07"" E",Cuddapah Airport (India)
VOCX,"9° 9' 9.03"" N","92° 49' 10.57"" E",Car Nicobar Air Force Base (India)
VOG,"48° 46' 57.00"" N","44° 20' 43.80"" E",Gumrak Airport (Russian Federation)
VOH,"13° 22' 32.88"" S","50° 0' 10.08"" E",Vohimarina Airport (Madagascar)
VOHS,"17° 13' 43.90"" N","78° 25' 58.25"" E",Rajiv Gandhi International Airport (India)
VOI,"8° 23' 60.00"" N","9° 46' 1.20"" W",Voinjama Airport (Liberia)
VOJV,"15° 10' 29.88"" N","76° 38' 5.81"" E",Vijayanagar Aerodrome (JSW) (India)
VOK,"43° 56' 20.24"" N","90° 15' 12.36"" W",Volk Field (United States)
VOKN,"11° 55' 12"" N","75° 33' 0"" E",Kannur International Airport (India)
VOL,"39° 13' 10.56"" N","22° 47' 39.48"" E",International Airport of Central Greece (Greece)
VOMD,"9° 50' 4.24"" N","78° 5' 36.24"" E",Madurai Airport (India)
VOML,"12° 57' 40.68"" N","74° 53' 24.35"" E",Mangalore International Airport (India)
VOMM,"12° 59' 24.02"" N","80° 10' 9.47"" E",Chennai International Airport (India)
VOMY,"12° 18' 25.92"" N","76° 38' 58.91"" E",Mysore Airport (India)
VOPB,"11° 38' 28.32"" N","92° 43' 46.91"" E",Vir Savarkar Airport (Port Blair Airport) (India)
VOPC,"11° 58' 7.32"" N","79° 48' 36.35"" E",Pondicherry Airport (India)
VORY,"17° 6' 37.44"" N","81° 49' 5.52"" E",Rajahmundry Airport (India)
VOSM,"11° 46' 59.88"" N","78° 3' 56.15"" E",Salem Airport (India)
VOT,"20° 27' 47.52"" S","50° 0' 16.20"" W",Votuporanga Airport (Brazil)
VOTJ,"10° 43' 20.64"" N","79° 6' 5.76"" E",Tanjore Air Force Base (India)
VOTP,"13° 37' 57.00"" N","79° 32' 35.87"" E",Tirupati Airport (India)
VOTR,"10° 45' 55.44"" N","78° 42' 34.93"" E",Tiruchirapalli Airport (India)
VOTV,"8° 28' 55.63"" N","76° 55' 12.35"" E",Trivandrum International Airport (India)
VOWA,"17° 54' 51.84"" N","79° 36' 7.93"" E",Warangal Airport (India)
VOZ,"51° 48' 51.12"" N","39° 13' 46.56"" E",Voronezh International Airport (Russian Federation)
VPC,"34° 7' 23.33"" N","84° 50' 55.35"" W",Cartersville Airport (United States)
VPE,"17° 2' 36.60"" S","15° 41' 1.68"" E",Ngjiva Pereira Airport (Angola)
VPN,"65° 43' 14.15"" N","14° 51' 2.16"" W",Vopnafjörður Airport (Iceland)
VPS,"30° 28' 59.70"" N","86° 31' 31.44"" W",Okaloosa Regional Airport / Eglin AFB (United States)
VPY,"19° 9' 4.68"" S","33° 25' 44.40"" E",Chimoio Airport (Mozambique)
